Lokve	-6895376	0.5005719,0.1833394;0.5002404,0.1867048;0.4992588,0.1899409;0.4976647,0.1929232;0.4955194,0.1955373;0.4929053,0.1976826;0.4899230,0.1992767;0.4866869,0.2002583;0.4833216,0.2005898;0.4799562,0.2002583;0.4767202,0.1992767;0.4737378,0.1976826;0.4711238,0.1955373;0.4689784,0.1929232;0.4673843,0.1899409;0.4664027,0.1867048;0.4660712,0.1833394;0.4664027,0.1799741;0.4673843,0.1767380;0.4689784,0.1737557;0.4711238,0.1711416;0.4737378,0.1689963;0.4767202,0.1674022;0.4799562,0.1664205;0.4833216,0.1660891;0.4866869,0.1664205;0.4899230,0.1674022;0.4929053,0.1689963;0.4955194,0.1711416;0.4976647,0.1737557;0.4992588,0.1767380;0.5002404,0.1799741
Duga%20Radar	-993486	0.9555798,0.1764452;0.9938392,0.1764452;0.9938392,0.2028790;0.9555798,0.2028790
Porat	-6895376	0.0608483,0.2487960;0.0603650,0.2537023;0.0589339,0.2584201;0.0566099,0.2627681;0.0534823,0.2665790;0.0496713,0.2697066;0.0453234,0.2720307;0.0406056,0.2734618;0.0356993,0.2739450;0.0307930,0.2734618;0.0260752,0.2720307;0.0217273,0.2697066;0.0179163,0.2665790;0.0147887,0.2627681;0.0124647,0.2584201;0.0110335,0.2537023;0.0105503,0.2487960;0.0110335,0.2438897;0.0124647,0.2391719;0.0147887,0.2348240;0.0179163,0.2310130;0.0217273,0.2278854;0.0260752,0.2255614;0.0307930,0.2241303;0.0356993,0.2236471;0.0406056,0.2241303;0.0453234,0.2255614;0.0496713,0.2278854;0.0534823,0.2310130;0.0566099,0.2348240;0.0589339,0.2391719;0.0603650,0.2438897
C4%20Abandoned%20Bunker	-1358291	0.1297118,0.2337989;0.1293666,0.2373034;0.1283444,0.2406733;0.1266844,0.2437790;0.1244504,0.2465011;0.1217282,0.2487351;0.1186226,0.2503951;0.1152527,0.2514174;0.1117482,0.2517625;0.1082436,0.2514174;0.1048738,0.2503951;0.1017681,0.2487351;0.0990460,0.2465011;0.0968119,0.2437790;0.0951519,0.2406733;0.0941297,0.2373034;0.0937845,0.2337989;0.0941297,0.2302944;0.0951519,0.2269245;0.0968119,0.2238188;0.0990460,0.2210967;0.1017681,0.2188627;0.1048738,0.2172027;0.1082436,0.2161804;0.1117482,0.2158353;0.1152527,0.2161804;0.1186226,0.2172027;0.1217282,0.2188627;0.1244504,0.2210967;0.1266844,0.2238188;0.1283444,0.2269245;0.1293666,0.2302944
Dam	-993486	0.4397040,0.2352378;0.4392393,0.2399569;0.4378628,0.2444946;0.4356274,0.2486766;0.4326192,0.2523422;0.4289536,0.2553504;0.4247716,0.2575858;0.4202339,0.2589623;0.4155148,0.2594270;0.4107957,0.2589623;0.4062580,0.2575858;0.4020760,0.2553504;0.3984104,0.2523422;0.3954022,0.2486766;0.3931668,0.2444946;0.3917903,0.2399569;0.3913256,0.2352378;0.3917903,0.2305187;0.3931668,0.2259810;0.3954022,0.2217990;0.3984104,0.2181334;0.4020760,0.2151252;0.4062580,0.2128899;0.4107957,0.2115134;0.4155148,0.2110486;0.4202339,0.2115134;0.4247716,0.2128899;0.4289536,0.2151252;0.4326192,0.2181334;0.4356274,0.2217990;0.4378628,0.2259810;0.4392393,0.2305187
C2%20Outpost	-9843406	0.5296274,0.2232068;0.5290987,0.2285756;0.5275327,0.2337381;0.5249896,0.2384959;0.5215672,0.2426661;0.5173969,0.2460885;0.5126392,0.2486316;0.5074767,0.2501976;0.5021079,0.2507264;0.4967391,0.2501976;0.4915766,0.2486316;0.4868188,0.2460885;0.4826486,0.2426661;0.4792261,0.2384959;0.4766831,0.2337381;0.4751170,0.2285756;0.4745882,0.2232068;0.4751170,0.2178380;0.4766831,0.2126755;0.4792261,0.2079177;0.4826486,0.2037475;0.4868188,0.2003251;0.4915766,0.1977820;0.4967391,0.1962160;0.5021079,0.1956872;0.5074767,0.1962160;0.5126392,0.1977820;0.5173969,0.2003251;0.5215672,0.2037475;0.5249896,0.2079177;0.5275327,0.2126755;0.5290987,0.2178380
Marof	-6895376	0.3026602,0.2502006;0.3023515,0.2533349;0.3014373,0.2563486;0.2999527,0.2591262;0.2979547,0.2615607;0.2955202,0.2635587;0.2927426,0.2650433;0.2897289,0.2659575;0.2865946,0.2662662;0.2834603,0.2659575;0.2804466,0.2650433;0.2776690,0.2635587;0.2752345,0.2615607;0.2732365,0.2591262;0.2717519,0.2563486;0.2708377,0.2533349;0.2705290,0.2502006;0.2708377,0.2470664;0.2717519,0.2440526;0.2732365,0.2412750;0.2752345,0.2388405;0.2776690,0.2368425;0.2804466,0.2353579;0.2834603,0.2344437;0.2865946,0.2341350;0.2897289,0.2344437;0.2927426,0.2353579;0.2955202,0.2368425;0.2979547,0.2388405;0.2999527,0.2412750;0.3014373,0.2440526;0.3023515,0.2470664
Observatory	-6895376	0.6412551,0.2735882;0.6408308,0.2778972;0.6395738,0.2820407;0.6375327,0.2858593;0.6347859,0.2892064;0.6314389,0.2919532;0.6276202,0.2939943;0.6234768,0.2952512;0.6191677,0.2956756;0.6148587,0.2952512;0.6107153,0.2939943;0.6068966,0.2919532;0.6035496,0.2892064;0.6008028,0.2858593;0.5987617,0.2820407;0.5975047,0.2778972;0.5970803,0.2735882;0.5975047,0.2692792;0.5987617,0.2651357;0.6008028,0.2613171;0.6035496,0.2579701;0.6068966,0.2552232;0.6107153,0.2531821;0.6148587,0.2519252;0.6191677,0.2515008;0.6234768,0.2519252;0.6276202,0.2531821;0.6314389,0.2552232;0.6347859,0.2579701;0.6375327,0.2613171;0.6395738,0.2651357;0.6408308,0.2692792
C1%20Bunker	-1358291	0.6845150,0.2640365;0.6841639,0.2676016;0.6831239,0.2710298;0.6814352,0.2741892;0.6791626,0.2769584;0.6763933,0.2792310;0.6732339,0.2809198;0.6698058,0.2819597;0.6662406,0.2823108;0.6626755,0.2819597;0.6592473,0.2809198;0.6560879,0.2792310;0.6533187,0.2769584;0.6510460,0.2741892;0.6493573,0.2710298;0.6483174,0.2676016;0.6479663,0.2640365;0.6483174,0.2604713;0.6493573,0.2570432;0.6510460,0.2538838;0.6533187,0.2511145;0.6560879,0.2488419;0.6592473,0.2471532;0.6626755,0.2461133;0.6662406,0.2457621;0.6698058,0.2461133;0.6732339,0.2471532;0.6763933,0.2488419;0.6791626,0.2511145;0.6814352,0.2538838;0.6831239,0.2570432;0.6841639,0.2604713
Veliki%20Tabor	-6895376	0.7492227,0.2804537;0.7488673,0.2840622;0.7478147,0.2875322;0.7461054,0.2907301;0.7438051,0.2935331;0.7410021,0.2958334;0.7378042,0.2975427;0.7343342,0.2985953;0.7307256,0.2989507;0.7271171,0.2985953;0.7236471,0.2975427;0.7204492,0.2958334;0.7176462,0.2935331;0.7153459,0.2907301;0.7136366,0.2875322;0.7125840,0.2840622;0.7122286,0.2804537;0.7125840,0.2768451;0.7136366,0.2733751;0.7153459,0.2701772;0.7176462,0.2673742;0.7204492,0.2650739;0.7236471,0.2633646;0.7271171,0.2623120;0.7307256,0.2619566;0.7343342,0.2623120;0.7378042,0.2633646;0.7410021,0.2650739;0.7438051,0.2673742;0.7461054,0.2701772;0.7478147,0.2733751;0.7488673,0.2768451
Klis	-6895376	0.0638064,0.3524955;0.0635093,0.3555124;0.0626293,0.3584133;0.0612003,0.3610868;0.0592771,0.3634302;0.0569337,0.3653533;0.0542602,0.3667824;0.0513593,0.3676624;0.0483424,0.3679595;0.0453255,0.3676624;0.0424246,0.3667824;0.0397511,0.3653533;0.0374077,0.3634302;0.0354845,0.3610868;0.0340555,0.3584133;0.0331755,0.3555124;0.0328784,0.3524955;0.0331755,0.3494786;0.0340555,0.3465777;0.0354845,0.3439041;0.0374077,0.3415608;0.0397511,0.3396376;0.0424246,0.3382086;0.0453255,0.3373286;0.0483424,0.3370315;0.0513593,0.3373286;0.0542602,0.3382086;0.0569337,0.3396376;0.0592771,0.3415608;0.0612003,0.3439041;0.0626293,0.3465777;0.0635093,0.3494786
Rude	-6895376	0.1135514,0.3233556;0.1132509,0.3264074;0.1123607,0.3293419;0.1109151,0.3320464;0.1089697,0.3344169;0.1065992,0.3363623;0.1038947,0.3378079;0.1009602,0.3386980;0.0979084,0.3389986;0.0948566,0.3386980;0.0919220,0.3378079;0.0892176,0.3363623;0.0868471,0.3344169;0.0849016,0.3320464;0.0834561,0.3293419;0.0825659,0.3264074;0.0822653,0.3233556;0.0825659,0.3203037;0.0834561,0.3173692;0.0849016,0.3146647;0.0868471,0.3122942;0.0892176,0.3103488;0.0919220,0.3089032;0.0948566,0.3080131;0.0979084,0.3077125;0.1009602,0.3080131;0.1038947,0.3089032;0.1065992,0.3103488;0.1089697,0.3122942;0.1109151,0.3146647;0.1123607,0.3173692;0.1132509,0.3203037
Prison	-993486	0.4670832,0.3082278;0.4667409,0.3117031;0.4657272,0.3150449;0.4640810,0.3181246;0.4618657,0.3208241;0.4591663,0.3230394;0.4560865,0.3246856;0.4527448,0.3256993;0.4492695,0.3260416;0.4457942,0.3256993;0.4424525,0.3246856;0.4393727,0.3230394;0.4366733,0.3208241;0.4344579,0.3181246;0.4328117,0.3150449;0.4317980,0.3117031;0.4314557,0.3082278;0.4317980,0.3047526;0.4328117,0.3014108;0.4344579,0.2983311;0.4366733,0.2956316;0.4393727,0.2934163;0.4424525,0.2917701;0.4457942,0.2907564;0.4492695,0.2904141;0.4527448,0.2907564;0.4560865,0.2917701;0.4591663,0.2934163;0.4618657,0.2956316;0.4640810,0.2983311;0.4657272,0.3014108;0.4667409,0.3047526
Radio%20Station	-6895376	0.5510076,0.3200200;0.5507201,0.3229387;0.5498687,0.3257453;0.5484862,0.3283318;0.5466256,0.3305990;0.5443584,0.3324596;0.5417719,0.3338421;0.5389653,0.3346935;0.5360466,0.3349810;0.5331278,0.3346935;0.5303212,0.3338421;0.5277347,0.3324596;0.5254676,0.3305990;0.5236070,0.3283318;0.5222244,0.3257453;0.5213730,0.3229387;0.5210856,0.3200200;0.5213730,0.3171012;0.5222244,0.3142946;0.5236070,0.3117081;0.5254676,0.3094409;0.5277347,0.3075804;0.5303212,0.3061978;0.5331278,0.3053464;0.5360466,0.3050590;0.5389653,0.3053464;0.5417719,0.3061978;0.5443584,0.3075804;0.5466256,0.3094409;0.5484862,0.3117081;0.5498687,0.3142946;0.5507201,0.3171012
B4%20Bunker	-1358291	0.1327944,0.4133269;0.1324390,0.4169354;0.1313865,0.4204052;0.1296772,0.4236030;0.1273769,0.4264058;0.1245740,0.4287061;0.1213762,0.4304154;0.1179064,0.4314680;0.1142980,0.4318233;0.1106895,0.4314680;0.1072197,0.4304154;0.1040219,0.4287061;0.1012190,0.4264058;0.0989187,0.4236030;0.0972095,0.4204052;0.0961569,0.4169354;0.0958015,0.4133269;0.0961569,0.4097184;0.0972095,0.4062486;0.0989187,0.4030508;0.1012190,0.4002479;0.1040219,0.3979476;0.1072197,0.3962384;0.1106895,0.3951858;0.1142980,0.3948304;0.1179064,0.3951858;0.1213762,0.3962384;0.1245740,0.3979476;0.1273769,0.4002479;0.1296772,0.4030508;0.1313865,0.4062486;0.1324390,0.4097184
Big%20Vern%20monument	-6895376	0.3203008,0.3814429;0.3199241,0.3852682;0.3188083,0.3889465;0.3169963,0.3923365;0.3145578,0.3953078;0.3115865,0.3977463;0.3081965,0.3995582;0.3045182,0.4006740;0.3006929,0.4010508;0.2968676,0.4006740;0.2931893,0.3995582;0.2897993,0.3977463;0.2868280,0.3953078;0.2843895,0.3923365;0.2825776,0.3889465;0.2814618,0.3852682;0.2810850,0.3814429;0.2814618,0.3776176;0.2825776,0.3739393;0.2843895,0.3705493;0.2868280,0.3675780;0.2897993,0.3651395;0.2931893,0.3633276;0.2968676,0.3622118;0.3006929,0.3618350;0.3045182,0.3622118;0.3081965,0.3633276;0.3115865,0.3651395;0.3145578,0.3675780;0.3169963,0.3705493;0.3188083,0.3739393;0.3199241,0.3776176
B3%20Castle	-6895376	0.3900786,0.4026829;0.3897698,0.4058180;0.3888554,0.4088325;0.3873704,0.4116107;0.3853719,0.4140459;0.3829368,0.4160443;0.3801586,0.4175293;0.3771440,0.4184438;0.3740090,0.4187526;0.3708740,0.4184438;0.3678594,0.4175293;0.3650812,0.4160443;0.3626460,0.4140459;0.3606476,0.4116107;0.3591626,0.4088325;0.3582481,0.4058180;0.3579394,0.4026829;0.3582481,0.3995479;0.3591626,0.3965333;0.3606476,0.3937551;0.3626460,0.3913200;0.3650812,0.3893215;0.3678594,0.3878365;0.3708740,0.3869221;0.3740090,0.3866133;0.3771440,0.3869221;0.3801586,0.3878365;0.3829368,0.3893215;0.3853719,0.3913200;0.3873704,0.3937551;0.3888554,0.3965333;0.3897698,0.3995479
Factory	-993486	0.6910129,0.4128615;0.6906678,0.4163649;0.6896459,0.4197337;0.6879864,0.4228384;0.6857531,0.4255597;0.6830318,0.4277930;0.6799271,0.4294525;0.6765584,0.4304744;0.6730549,0.4308195;0.6695515,0.4304744;0.6661828,0.4294525;0.6630781,0.4277930;0.6603568,0.4255597;0.6581235,0.4228384;0.6564640,0.4197337;0.6554421,0.4163649;0.6550970,0.4128615;0.6554421,0.4093581;0.6564640,0.4059893;0.6581235,0.4028846;0.6603568,0.4001634;0.6630781,0.3979301;0.6661828,0.3962706;0.6695515,0.3952487;0.6730549,0.3949036;0.6765584,0.3952487;0.6799271,0.3962706;0.6830318,0.3979301;0.6857531,0.4001634;0.6879864,0.4028846;0.6896459,0.4059893;0.6906678,0.4093581
Boot%20Camp	-993486	0.2258264,0.4178092;0.2543498,0.4178092;0.2543498,0.4400714;0.2258264,0.4400714
Spickovina	-6895376	0.4593756,0.4590935;0.4589945,0.4629633;0.4578657,0.4666845;0.4560326,0.4701140;0.4535657,0.4731199;0.4505598,0.4755868;0.4471303,0.4774199;0.4434091,0.4785487;0.4395393,0.4789298;0.4356694,0.4785487;0.4319482,0.4774199;0.4285188,0.4755868;0.4255129,0.4731199;0.4230460,0.4701140;0.4212129,0.4666845;0.4200841,0.4629633;0.4197029,0.4590935;0.4200841,0.4552236;0.4212129,0.4515024;0.4230460,0.4480730;0.4255129,0.4450671;0.4285188,0.4426002;0.4319482,0.4407671;0.4356694,0.4396383;0.4395393,0.4392571;0.4434091,0.4396383;0.4471303,0.4407671;0.4505598,0.4426002;0.4535657,0.4450671;0.4560326,0.4480730;0.4578657,0.4515024;0.4589945,0.4552236
Airport	-993486	0.5277535,0.4032100;0.6244513,0.4032100;0.6244513,0.4491277;0.5277535,0.4491277
B0%20Bunker	-1358291	0.9543133,0.4632967;0.9539415,0.4670724;0.9528401,0.4707030;0.9510517,0.4740490;0.9486448,0.4769818;0.9457120,0.4793886;0.9423660,0.4811771;0.9387354,0.4822784;0.9349597,0.4826503;0.9311839,0.4822784;0.9275533,0.4811771;0.9242073,0.4793886;0.9212745,0.4769818;0.9188676,0.4740490;0.9170792,0.4707030;0.9159778,0.4670724;0.9156060,0.4632967;0.9159778,0.4595209;0.9170792,0.4558903;0.9188676,0.4525443;0.9212745,0.4496115;0.9242073,0.4472047;0.9275533,0.4454162;0.9311839,0.4443149;0.9349597,0.4439430;0.9387354,0.4443149;0.9423660,0.4454162;0.9457120,0.4472047;0.9486448,0.4496115;0.9510517,0.4525443;0.9528401,0.4558903;0.9539415,0.4595209
Murvica	-6895376	0.0990251,0.4771316;0.0984923,0.4825407;0.0969146,0.4877420;0.0943524,0.4925355;0.0909042,0.4967371;0.0867027,0.5001853;0.0819091,0.5027474;0.0767078,0.5043252;0.0712987,0.5048580;0.0658895,0.5043252;0.0606883,0.5027474;0.0558947,0.5001853;0.0516932,0.4967371;0.0482450,0.4925355;0.0456828,0.4877420;0.0441051,0.4825407;0.0435723,0.4771316;0.0441051,0.4717224;0.0456828,0.4665211;0.0482450,0.4617276;0.0516932,0.4575261;0.0558947,0.4540779;0.0606883,0.4515157;0.0658895,0.4499379;0.0712987,0.4494052;0.0767078,0.4499379;0.0819091,0.4515157;0.0867027,0.4540779;0.0909042,0.4575261;0.0943524,0.4617276;0.0969146,0.4665211;0.0984923,0.4717224
Mirkovci	-6895376	0.2376915,0.5264246;0.2373147,0.5302508;0.2361986,0.5339300;0.2343862,0.5373208;0.2319471,0.5402929;0.2289751,0.5427319;0.2255843,0.5445443;0.2219051,0.5456604;0.2180789,0.5460373;0.2142526,0.5456604;0.2105734,0.5445443;0.2071826,0.5427319;0.2042106,0.5402929;0.2017715,0.5373208;0.1999591,0.5339300;0.1988430,0.5302508;0.1984662,0.5264246;0.1988430,0.5225983;0.1999591,0.5189192;0.2017715,0.5155284;0.2042106,0.5125563;0.2071826,0.5101172;0.2105734,0.5083048;0.2142526,0.5071888;0.2180789,0.5068119;0.2219051,0.5071888;0.2255843,0.5083048;0.2289751,0.5101172;0.2319471,0.5125563;0.2343862,0.5155284;0.2361986,0.5189192;0.2373147,0.5225983
Train%20Yard	-993486	0.3627827,0.5136197;0.3624435,0.5170633;0.3614391,0.5203745;0.3598079,0.5234262;0.3576128,0.5261010;0.3549380,0.5282961;0.3518864,0.5299273;0.3485751,0.5309317;0.3451315,0.5312709;0.3416880,0.5309317;0.3383767,0.5299273;0.3353251,0.5282961;0.3326503,0.5261010;0.3304552,0.5234262;0.3288240,0.5203745;0.3278196,0.5170633;0.3274804,0.5136197;0.3278196,0.5101762;0.3288240,0.5068649;0.3304552,0.5038133;0.3326503,0.5011384;0.3353251,0.4989433;0.3383767,0.4973122;0.3416880,0.4963077;0.3451315,0.4959686;0.3485751,0.4963077;0.3518864,0.4973122;0.3549380,0.4989433;0.3576128,0.5011384;0.3598079,0.5038133;0.3614391,0.5068649;0.3624435,0.5101762
CC	-9843406	0.4108756,0.4776444;0.4498339,0.4776444;0.4498339,0.4915592;0.4108756,0.4915592
Prkno	-6895376	0.7252462,0.4763547;0.7248939,0.4799320;0.7238504,0.4833719;0.7221559,0.4865420;0.7198755,0.4893208;0.7170968,0.4916012;0.7139266,0.4932957;0.7104868,0.4943391;0.7069094,0.4946915;0.7033321,0.4943391;0.6998922,0.4932957;0.6967220,0.4916012;0.6939434,0.4893208;0.6916630,0.4865420;0.6899685,0.4833719;0.6889250,0.4799320;0.6885726,0.4763547;0.6889250,0.4727774;0.6899685,0.4693375;0.6916630,0.4661673;0.6939434,0.4633886;0.6967220,0.4611082;0.6998922,0.4594137;0.7033321,0.4583702;0.7069094,0.4580179;0.7104868,0.4583702;0.7139266,0.4594137;0.7170968,0.4611082;0.7198755,0.4633886;0.7221559,0.4661673;0.7238504,0.4693375;0.7248939,0.4727774
Klenovnik%20Hospital	-6895376	0.8025398,0.4797433;0.8387140,0.4797433;0.8387140,0.5319204;0.8025398,0.5319204
B4%20Outpost	-9843406	0.0531093,0.5549871;0.0526990,0.5591528;0.0514839,0.5631585;0.0495107,0.5668501;0.0468552,0.5700858;0.0436195,0.5727413;0.0399279,0.5747145;0.0359222,0.5759296;0.0317565,0.5763400;0.0275908,0.5759296;0.0235852,0.5747145;0.0198935,0.5727413;0.0166578,0.5700858;0.0140023,0.5668501;0.0120291,0.5631585;0.0108140,0.5591528;0.0104037,0.5549871;0.0108140,0.5508214;0.0120291,0.5468158;0.0140023,0.5431241;0.0166578,0.5398884;0.0198935,0.5372329;0.0235852,0.5352597;0.0275908,0.5340446;0.0317565,0.5336343;0.0359222,0.5340446;0.0399279,0.5352597;0.0436195,0.5372329;0.0468552,0.5398884;0.0495107,0.5431241;0.0514839,0.5468158;0.0526990,0.5508214
